article,word,picture,wclass,definition-en,definition-ru,definition-am,gender,section,section_new,portion,catalog,language,weight,description,,,need correction
der,Bericht,no pic in db,noun,report,доклад,զեկույց,,A2.2-6,A2.2-2,1,Tangram 2,German,,,,,
der,Beruf,no,noun,job,профессия,մասնագիտություն,,A2.2-6,A2.2-2,2,Tangram 2,German,,,,,
das,Blatt,no pic in db,noun,sheet,лист,թերթ,,A2.2-6,A2.2-2,3,Tangram 2,German,,,,,
die ,Blume,no pic in db,noun,flower,цветок,ծաղիկ,,A2.2-6,A2.2-2,4,Tangram 2,German,,,,,
die ,Briefmarke,no pic in db,noun,stamp,марка,դրոշմանիշ,,A2.2-6,A2.2-2,5,Tangram 2,German,,,,,
der,Bürgermeister,no,noun,mayor,мэр,քաղաքապետ,,A2.2-6,A2.2-2,6,Tangram 2,German,,,,,
die ,Diskussion,no,noun,discussion,обсуждение,քննարկում,,A2.2-6,A2.2-2,7,Tangram 2,German,,,,,
der,Eindruck,no,noun,impression,впечатление,տպավորություն,,A2.2-6,A2.2-2,8,Tangram 2,German,,,,,
der,Einfluss,no,noun,influence,влияние,ազդեցություն,,A2.2-6,A2.2-2,1,Tangram 2,German,,,,,
die ,Erfahrung,no,noun,experience,опыт,փորձառություն,,A2.2-6,A2.2-2,2,Tangram 2,German,,,,,
die ,Erinnerung,no,noun,memory,память,հիշողություն,,A2.2-6,A2.2-2,3,Tangram 2,German,,,,,
die ,Erziehung,no,noun,education,образование,կրթություն,,A2.2-6,A2.2-2,4,Tangram 2,German,,,,,
das,Fest,no pic in db,noun,festival,праздник,խնջույք,,A2.2-6,A2.2-2,5,Tangram 2,German,,,,,
das,Feuer,no pic in db,noun,fire,огонь,կրակ,,A2.2-6,A2.2-2,7,Tangram 2,German,,,,,
die ,Freiheit,no,noun,freedom,свобода,ազատություն,,A2.2-6,A2.2-2,8,Tangram 2,German,,,,,
die ,Geburt,non,noun,birth,рождение,ծնունդ,,A2.2-6,A2.2-2,1,Tangram 2,German,,,,,
das,Gegenteil,,other,opposite,противоположность,հակառակ,,A2.2-6,A2.2-2,2,Tangram 2,German,,,,,
die ,Gegenwart,,other,presence,настоящее время,ներկայություն,,A2.2-6,A2.2-2,3,Tangram 2,German,,,,,
die ,Geschwister,no,noun,brothers and sisters,братья и сестры,եղբայրներ ու քույրեր,,A2.2-6,A2.2-2,4,Tangram 2,German,,,,,
die ,Grenze,no,noun,border,граница,սահման,,A2.2-6,A2.2-2,5,Tangram 2,German,,,,,
der,Junge,no pic in db,noun,boy,мальчик,տղա,,A2.2-6,A2.2-2,7,Tangram 2,German,,,,,
der,Kindergarten,,noun,kindergarten,детский сад,մանկապարտեզ,,A2.2-6,A2.2-2,8,Tangram 2,German,,,,,
der ,Kontakt,no,noun,Contact,Kontaktt,կապ,,A2.2-6,A2.2-2,1,Tangram 2,German,,,,,
die ,Kraft,,noun,force,сила,ուժ,,A2.2-6,A2.2-2,2,Tangram 2,German,,,,,
der,Lehrer,,noun,teacher,учитель,ուսուցիչ,,A2.2-6,A2.2-2,3,Tangram 2,German,,,,,
das,Mädchen,,noun,girl,девушка,աղջիկ,,A2.2-6,A2.2-2,4,Tangram 2,German,,,,,
das,Märchen,,noun,fairy tale,сказка,հեքիաթ,,A2.2-6,A2.2-2,5,Tangram 2,German,,,,,
die ,Mauer,,noun,Wall,стена,պատ,,A2.2-6,A2.2-2,6,Tangram 2,German,,,,,
die ,Menschheit,no,noun,mankind,человечество,մարդկություն,,A2.2-6,A2.2-2,7,Tangram 2,German,,,,,
die ,Meinung,no,noun,opinion,мнение,կարծիք,,A2.2-6,A2.2-2,8,Tangram 2,German,,,,,
die ,Nachrichten,no,noun,news,новости,նորություններ,,A2.2-6,A2.2-2,1,Tangram 2,German,,,,,
die ,Offentlichkeit,no,noun,publicity,общественность,հանրություն,,A2.2-6,A2.2-2,2,Tangram 2,German,,,,,
der,Regen,,noun,rain,дождь,անձրեւ,,A2.2-6,A2.2-2,4,Tangram 2,German,,,,,
die ,Reihenfolge,no,noun,sequence,заказ,կարգ,,A2.2-6,A2.2-2,5,Tangram 2,German,,,,,
der,Sänger,,noun,singers,певец,երգիչ,,A2.2-6,A2.2-2,6,Tangram 2,German,,,,,
das,Schiff,,noun,ship,корабль,նավ,,A2.2-6,A2.2-2,7,Tangram 2,German,,,,,
der,Schlag,no,noun,beat,удар,հարված,,A2.2-6,A2.2-2,8,Tangram 2,German,,,,,
der,Schritt,no,noun,step,шаг,քայլ,,A2.2-6,A2.2-2,1,Tangram 2,German,,,,,
die ,Spur,no,noun,track,трек,շավիղ,,A2.2-6,A2.2-2,3,Tangram 2,German,,,,,
die ,Stimmung,no,noun,Mood,настроение,տրամադրություն,,A2.2-6,A2.2-2,4,Tangram 2,German,,,,,
der,Tod,no,noun,death,смерть,մահ,,A2.2-6,A2.2-2,5,Tangram 2,German,,,,,
die ,Vergangenheit,no,noun,past,прошлое,անցյալ,,A2.2-6,A2.2-2,6,Tangram 2,German,,,,,
das,Vorurteil,no,noun,prejudice,предубеждение,նախապաշարմունք,,A2.2-6,A2.2-2,7,Tangram 2,German,,,,,
das,Werk,no,noun,plant,завод,գործարան,,A2.2-6,A2.2-2,8,Tangram 2,German,,,,,
die ,Wirklichkeit,,other,reality,реальность,իրականություն,,A2.2-6,A2.2-2,2,Tangram 2,German,,,,,
der,Zufall,no,noun,coincidence,авария,վթար,,A2.2-6,A2.2-2,3,Tangram 2,German,,,,,
der,Zustand,,other,State,состояние,պետական,,A2.2-6,A2.2-2,4,Tangram 2,German,,,,,
,abhängig sein,,verb,be dependent,быть зависимым,կախված լինել,,A2.2-6,A2.2-2,5,Tangram 2,German,,,,,
,anlächeln,,verb,Smile,улыбаться,ժպտում է,,A2.2-6,A2.2-2,6,Tangram 2,German,,,,,
,beeinflussen,,verb,influence,влиять,ազդել,,A2.2-6,A2.2-2,7,Tangram 2,German,,,,,
,beginnen,,verb,begin,начать,սկսել,,A2.2-6,A2.2-2,8,Tangram 2,German,,,,,
,bleiben,,verb,stay,остаться,մնալ,,A2.2-6,A2.2-2,1,Tangram 2,German,,,,,
,bennen,,verb,rename,назвать,կոչել,,A2.2-6,A2.2-2,2,Tangram 2,German,,,,,
,entstehen,,verb,As well,возникать,ծագել,,A2.2-6,A2.2-2,3,Tangram 2,German,,,,,
,entwickeln,,verb,develop,развивать,զարգանալ,,A2.2-6,A2.2-2,4,Tangram 2,German,,,,,
,erfinden,,verb,to invent,выдумывать,հնարել,,A2.2-6,A2.2-2,5,Tangram 2,German,,,,,
,erinnern,,verb,remember,запомнить,հիշել,,A2.2-6,A2.2-2,6,Tangram 2,German,,,,,
,fahren,,verb,drive,привод,քշել,,A2.2-6,A2.2-2,7,Tangram 2,German,,,,,
,geben,,verb,give,дать,տալ,,A2.2-6,A2.2-2,8,Tangram 2,German,,,,,
,gehen,,verb,go,идти,գնալ,,A2.2-6,A2.2-2,1,Tangram 2,German,,,,,
,gründen,,verb,establish,установить,հաստատել,,A2.2-6,A2.2-2,2,Tangram 2,German,,,,,
,in die Nase steigen,,verb,smell,пахнуть,բուրել,,A2.2-6,A2.2-2,3,Tangram 2,German,,,,,
,konzentrieren,,verb,focus,сосредоточивать,կենտրոնանալ,,A2.2-6,A2.2-2,4,Tangram 2,German,,,,,
,lösen,,verb,to solve,решить,լուծել,,A2.2-6,A2.2-2,5,Tangram 2,German,,,,,
,malen,,verb,to paint,красить,ներկել,,A2.2-6,A2.2-2,6,Tangram 2,German,,,,,
,produzieren,,verb,to produce,производить,արտադրել,,A2.2-6,A2.2-2,7,Tangram 2,German,,,,,
,riechen,,verb,smell,запах,հոտ գալ,,A2.2-6,A2.2-2,8,Tangram 2,German,,,,,
,schaffen,,verb,create,создать,ստեղծել,,A2.2-6,A2.2-2,1,Tangram 2,German,,,,,
,scheinen,,verb,seem to be,появиться,հայտնվել,,A2.2-6,A2.2-2,2,Tangram 2,German,,,,,
,schmecken,,verb,taste,вкус,համ,,A2.2-6,A2.2-2,3,Tangram 2,German,,,,,
,sich schließen um,,verb,To close,окутывать,Close մասին,,A2.2-6,A2.2-2,4,Tangram 2,German,,,,,
,sich verstecken,,verb,to hide oneself,прятаться,թաքցնել,,A2.2-6,A2.2-2,5,Tangram 2,German,,,,,
,sorgen,,verb,to care,обеспечивать,ապահովել,,A2.2-6,A2.2-2,6,Tangram 2,German,,,,,
,sprechen,,verb,speak,говорить,խոսել,,A2.2-6,A2.2-2,7,Tangram 2,German,,,,,
,sterben,,verb,to die,умереть,մեռնել,,A2.2-6,A2.2-2,8,Tangram 2,German,,,,,
,teilen,,verb,divide,доля,բաժնետոմս,,A2.2-6,A2.2-2,1,Tangram 2,German,,,,,
,trennen,,verb,separate,отдельный,առանձին,,A2.2-6,A2.2-2,2,Tangram 2,German,,,,,
,treiben,,verb,pursue,заниматься,գործել,,A2.2-6,A2.2-2,3,Tangram 2,German,,,,,
,verändern,,verb,change,изменение,փոփոխություն,,A2.2-6,A2.2-2,4,Tangram 2,German,,,,,
,verbringen,,verb,spend,тратить,ծախսել,,A2.2-6,A2.2-2,5,Tangram 2,German,,,,,
,verbinden,,verb,connect,соединять,միացնել,,A2.2-6,A2.2-2,6,Tangram 2,German,,,,,
,verwenden,,verb,use,использование,օգտագործում,,A2.2-6,A2.2-2,7,Tangram 2,German,,,,,
,vorkommen,,verb,occurrence,происходить,տեղի ունենալ,,A2.2-6,A2.2-2,8,Tangram 2,German,,,,,
,zuordnen,,verb,assign,назначать,նշանակել,,A2.2-6,A2.2-2,1,Tangram 2,German,,,,,
,geboren,,adjektive,born,прирожденный,ծնված,,A2.2-6,A2.2-2,2,Tangram 2,German,,,,,
,gefährlich,,adjektive,dangerous,опасно,վտանգավոր,,A2.2-6,A2.2-2,3,Tangram 2,German,,,,,
,heiß,,adjektive,hot,горячий,տաք,,A2.2-6,A2.2-2,4,Tangram 2,German,,,,,
,leicht,,adjektive,light,легко,հեշտ,,A2.2-6,A2.2-2,5,Tangram 2,German,,,,,
,manch,,adjektive,some,многие,շատ,,A2.2-6,A2.2-2,6,Tangram 2,German,,,,,
,menschlich,,adjektive,human,человек,մարդկային,,A2.2-6,A2.2-2,7,Tangram 2,German,,,,,
,mündlich,,adjektive,oral,устно,բանավոր,,A2.2-6,A2.2-2,8,Tangram 2,German,,,,,
,nötig,,adjektive,necessary,необходимо,անհրաժեշտ,,A2.2-6,A2.2-2,1,Tangram 2,German,,,,,
,politisch,,adjektive,politically,политически,քաղաքականապես,,A2.2-6,A2.2-2,2,Tangram 2,German,,,,,
,positiv,,adjektive,positive,положительно,դրական ,,A2.2-6,A2.2-2,3,Tangram 2,German,,,,,
,schriftlich,,adjektive,written,в письменной форме,գրավոր,,A2.2-6,A2.2-2,4,Tangram 2,German,,,,,
,tief,,adjektive,deep,глубоко,խոր,,A2.2-6,A2.2-2,5,Tangram 2,German,,,,,
,alleine,,other,alone,один,մենակ,,A2.2-6,A2.2-2,6,Tangram 2,German,,,,,
,auf Wunsch,,other,by request,по просьбе,ըստ հարցման,,A2.2-6,A2.2-2,7,Tangram 2,German,,,,,
,bestimmt,,other,certainly,конечно,իհարկե,,A2.2-6,A2.2-2,8,Tangram 2,German,,,,,
,bloß nicht,,other,not at all,не надо,ոչ,,A2.2-6,A2.2-2,1,Tangram 2,German,,,,,
,damit,,other,in order to,так,այնքան,,A2.2-6,A2.2-2,2,Tangram 2,German,,,,,
,draußen,,other,outside,на открытом воздухе,դրսում,,A2.2-6,A2.2-2,3,Tangram 2,German,,,,,
,endlich,,other,Finally,в конце концов,վերջապես,,A2.2-6,A2.2-2,4,Tangram 2,German,,,,,
,erst mal,,other,first time,первый раз,առաջին անգամ,,A2.2-6,A2.2-2,5,Tangram 2,German,,,,,
,ganz,,other,all,все,բոլորը,,A2.2-6,A2.2-2,6,Tangram 2,German,,,,,
,gegenüber,,other,across from,к,դեպի,,A2.2-6,A2.2-2,7,Tangram 2,German,,,,,
,nachdem,,other,after this,после,այն բանից հետո երբ,,A2.2-6,A2.2-2,8,Tangram 2,German,,,,,
,nachher,,other,Afterwards,впоследствии,հետո,,A2.2-6,A2.2-2,1,Tangram 2,German,,,,,
,nun,,other,now,теперь,այժմ,,A2.2-6,A2.2-2,2,Tangram 2,German,,,,,
,plötzlich,,other,suddenly,вдруг,հանկարծ,,A2.2-6,A2.2-2,3,Tangram 2,German,,,,,
,selber,,other,himself,сам,ինքը,,A2.2-6,A2.2-2,4,Tangram 2,German,,,,,
,seine Ruhe haben,,other,to have rest,отдыхать,հանգիստանալ,,A2.2-6,A2.2-2,5,Tangram 2,German,,,,,
die,Abfahrt,no,noun,departure,отъезд,մեկնում,,A2.2-7,A2.2-3,1,Tangram 2,German,,,,,
die,Ausfahrt,,noun,exit,выход,ելք,,A2.2-7,A2.2-3,2,Tangram 2,German,,,,,
die ,Auskunft,no,noun,information desk,информация,տեղեկատվություն,,A2.2-7,A2.2-3,3,Tangram 2,German,,,,,
die,Autobahn,,noun,highway,шоссе,մայրուղի,,A2.2-7,A2.2-3,4,Tangram 2,German,,,,,
die,Bahn,,noun,train,поезд,գնացք,,A2.2-7,A2.2-3,5,Tangram 2,German,,,,,
die,Bar,,noun,bar,бар,բար,,A2.2-7,A2.2-3,1,Tangram 2,German,,,,,
die,Beschreibung,no,noun,description,описание,նկարագրություն,,A2.2-7,A2.2-3,2,Tangram 2,German,,,,,
der,Dank,no,noun,thanks,спасибо,շնորհակալություն,,A2.2-7,A2.2-3,3,Tangram 2,German,,,,,
die,Dusche,,noun,shower,душ,ցնցուղ,,A2.2-7,A2.2-3,5,Tangram 2,German,,,,,
der,Feiertag,no,noun,holiday,праздник,տոն,,A2.2-7,A2.2-3,1,Tangram 2,German,,,,,
der,Grad,no,noun,Degree,степень,աստիճան,,A2.2-7,A2.2-3,2,Tangram 2,German,,,,,
die,Haltestelle,no,noun,stop,остановить,կանգ առնել,,A2.2-7,A2.2-3,3,Tangram 2,German,,,,,
die,Innestadt,no,noun,city center,центр города,քաղաքի կենտրոն,,A2.2-7,A2.2-3,4,Tangram 2,German,,,,,
das,Klima,no,noun,climate,климат,կլիմա,,A2.2-7,A2.2-3,1,Tangram 2,German,,,,,
die,Klimmaanlage,,noun,air conditioning,кондиционер,օդափոխիչ,,A2.2-7,A2.2-3,2,Tangram 2,German,,,,,
die,Konferenz,no,noun,conference,конференция,կոնֆերանս,,A2.2-7,A2.2-3,3,Tangram 2,German,,,,,
die,Kreuzung,,noun,crossing,пересечение,հատում,,A2.2-7,A2.2-3,4,Tangram 2,German,,,,,
die,Lage,no,noun,location,расположение,տեղանք,,A2.2-7,A2.2-3,5,Tangram 2,German,,,,,
die,Medizin,no,noun,medicine,медицина,բժշկություն,,A2.2-7,A2.2-3,1,Tangram 2,German,,,,,
der,Meter,,noun,meter,метр,մետր,,A2.2-7,A2.2-3,2,Tangram 2,German,,,,,
das,Museum,,noun,museum,музей,թանգարան,,A2.2-7,A2.2-3,3,Tangram 2,German,,,,,
die,Nummer,,noun,number,номер,թիվ,,A2.2-7,A2.2-3,4,Tangram 2,German,,,,,
das,Parkhaus,,noun,car park,парковка,ավտոկանգառ,,A2.2-7,A2.2-3,5,Tangram 2,German,,,,,
die,Partei,no,noun,party,партия,կուսակցություն,,A2.2-7,A2.2-3,1,Tangram 2,German,,,,,
die,Pflege,no,noun,maintenance,уход,խնամք,,A2.2-7,A2.2-3,2,Tangram 2,German,,,,,
die,Prüfung,no,noun,exam,экспертиза,քննություն,,A2.2-7,A2.2-3,3,Tangram 2,German,,,,,
das,Rathaus,no,noun,town hall,ратуша,քաղաքապետարան,,A2.2-7,A2.2-3,4,Tangram 2,German,,,,,
der,Schatten,,noun,shadow,тень,ստվեր,,A2.2-7,A2.2-3,5,Tangram 2,German,,,,,
der,Schirm,,noun,umbrella,зонт,անձրեւանոց,,A2.2-7,A2.2-3,1,Tangram 2,German,,,,,
das,Schwimmbad,,noun,swimming pool,бассейн,լողավազան,,A2.2-7,A2.2-3,3,Tangram 2,German,,,,,
der,Service,no,noun,service,обслуживание,ծառայություն,,A2.2-7,A2.2-3,4,Tangram 2,German,,,,,
der,Staat,no,noun,Country,страна,երկիր,,A2.2-7,A2.2-3,5,Tangram 2,German,,,,,
die,Suche,no,noun,search,поиск,որոնում,,A2.2-7,A2.2-3,1,Tangram 2,German,,,,,
das,Taxi,,noun,taxi,такси,տաքսի,,A2.2-7,A2.2-3,2,Tangram 2,German,,,,,
die,Temperatur,no pic,noun,temperature,температура,ջերմաստիճան,,A2.2-7,A2.2-3,3,Tangram 2,German,,,,,
die,Unterkunft,no,noun,accommodation,жилье,հարմարեցում,,A2.2-7,A2.2-3,4,Tangram 2,German,,,,,
die,Unterhaltung,no,noun,entertainment,развлечения,զվարճություն,,A2.2-7,A2.2-3,5,Tangram 2,German,,,,,
die,Verbindunng,no,noun,connection,соединение,կապ,,A2.2-7,A2.2-3,1,Tangram 2,German,,,,,
das,Verkehrsmittel,no,noun,transportation,транспортное средство,տրանսպորտի միջոց,,A2.2-7,A2.2-3,2,Tangram 2,German,,,,,
der,Vorschlag,no,noun,suggestion,предложение,առաջարկ,,A2.2-7,A2.2-3,3,Tangram 2,German,,,,,
der,Wirt,,noun,waiter,официант,մատուցող,,A2.2-7,A2.2-3,4,Tangram 2,German,,,,,
die,Wolle,,noun,wool,шерсть,բուրդ,,A2.2-7,A2.2-3,1,Tangram 2,German,,,,,
das,Zuhause,,other,At home,Дома,տանը,,A2.2-7,A2.2-3,2,Tangram 2,German,,,,,
,ausziehen,,verb,move out,раздевать,հանվել,,A2.2-7,A2.2-3,3,Tangram 2,German,,,,,
,bestehen,,verb,consist,состоять,բաղկացած լինել,,A2.2-7,A2.2-3,4,Tangram 2,German,,,,,
,erreichen,,verb,to reach,достичь,հասնել,,A2.2-7,A2.2-3,5,Tangram 2,German,,,,,
,erwarten,,verb,expect,ожидать,սպասել,,A2.2-7,A2.2-3,1,Tangram 2,German,,,,,
,fordern,,verb,demand,спрос,պահանջել,,A2.2-7,A2.2-3,2,Tangram 2,German,,,,,
,fördern,,verb,promote,содействовать,նպաստել,,A2.2-7,A2.2-3,3,Tangram 2,German,,,,,
,geschehen,,verb,to happen,сделано,կատարած,,A2.2-7,A2.2-3,4,Tangram 2,German,,,,,
,gewinnen,,verb,win,победа,հաղթանակ,,A2.2-7,A2.2-3,5,Tangram 2,German,,,,,
,loben,,verb,praise,хвалить,գովաբանել,,A2.2-7,A2.2-3,1,Tangram 2,German,,,,,
,lohnen,,verb,to be worthwhile,стоить,լինել արժանի,,A2.2-7,A2.2-3,2,Tangram 2,German,,,,,
,etwas angehen,,verb,to approach something,подойти к чему-то,անդրադառնալ,,A2.2-7,A2.2-3,3,Tangram 2,German,,,,,
,parken,,verb,park,парковать,կայանել,,A2.2-7,A2.2-3,4,Tangram 2,German,,,,,
,reagieren,,verb,react,реагировать,արձագանքել,,A2.2-7,A2.2-3,5,Tangram 2,German,,,,,
,sitzen,,verb,sit,сидеть,նստել,,A2.2-7,A2.2-3,1,Tangram 2,German,,,,,
,schneien,,verb,snow,снежить,ձյունել,,A2.2-7,A2.2-3,2,Tangram 2,German,,,,,
,Schuld sein an,,verb,be guilty of,быть виновным,մեղավոր լինել,,A2.2-7,A2.2-3,3,Tangram 2,German,,,,,
,sich ändern,,verb,change,изменяться,տարբերվել,,A2.2-7,A2.2-3,4,Tangram 2,German,,,,,
,sich ausruhen,,verb,rest,отдыхать,մնացածը,,A2.2-7,A2.2-3,5,Tangram 2,German,,,,,
,summen,,verb,buzz,жужжать,բզզալ,,A2.2-7,A2.2-3,1,Tangram 2,German,,,,,
,übernachten,,verb,stay,остаться,մնալ,,A2.2-7,A2.2-3,2,Tangram 2,German,,,,,
,wundern,,verb,Wonder,сюрприз,զարմանք,,A2.2-7,A2.2-3,3,Tangram 2,German,,,,,
,direkt,,adjektive,directly,непосредственно,ուղիղ,,A2.2-7,A2.2-3,4,Tangram 2,German,,,,,
,fein,,adjektive,delicate,мелко,մանր,,A2.2-7,A2.2-3,5,Tangram 2,German,,,,,
,gültig,,adjektive,valid,действительный,վավերական,,A2.2-7,A2.2-3,1,Tangram 2,German,,,,,
,herzlich,,adjektive,Heartily,тепло,ջերմորեն,,A2.2-7,A2.2-3,2,Tangram 2,German,,,,,
,klassisch,,adjektive,classic,классический,կլասիկ,,A2.2-7,A2.2-3,3,Tangram 2,German,,,,,
,link,,adjektive,link,левый,ձախ,,A2.2-7,A2.2-3,4,Tangram 2,German,,,,,
,nass,,adjektive,wet,влажный,թաց,,A2.2-7,A2.2-3,5,Tangram 2,German,,,,,
,öffentlich,,adjektive,public,публично,հրապարակավ,,A2.2-7,A2.2-3,1,Tangram 2,German,,,,,
,preiswert,,adjektive,Inexpensive,недорогой,էժան,,A2.2-7,A2.2-3,2,Tangram 2,German,,,,,
,sparsam,,adjektive,economical,экономичный,տնտեսող,,A2.2-7,A2.2-3,3,Tangram 2,German,,,,,
,überzeugt,,adjektive,convinced,убежденный,համոզված,,A2.2-7,A2.2-3,4,Tangram 2,German,,,,,
,normalerweise,,other,usually,обычно,սովորաբար,,A2.2-7,A2.2-3,5,Tangram 2,German,,,,,
,trotz allem,,other,in spite of everything,несмотря ни на что,չնայած ամեն ինչի,,A2.2-7,A2.2-3,1,Tangram 2,German,,,,,
der,Abschied,,noun,good bye,до свидания,հրաժեշտ,,B1.1-1,B1.1-1,1,Tangram 3,German,,,,,
der,Alltag,no,noun,everyday,будни,ամենօրյա,,B1.1-1,B1.1-1,2,Tangram 3,German,,,,,
der,Bescheid,no,noun,notice,общения,կապի,,B1.1-1,B1.1-1,3,Tangram 3,German,,,,,
das,Bestehen,no,noun,existence,существование,առկայությունը,,B1.1-1,B1.1-1,4,Tangram 3,German,,,,,
die,Ehe,,noun,marriage,брак,ամուսնություն,,B1.1-1,B1.1-1,5,Tangram 3,German,,,,,
der,Ehepartner,,noun,spouse,супруг,ամուսին,,B1.1-1,B1.1-1,6,Tangram 3,German,,,,,
die,Einladung,,noun,invitation,приглашение,հրավեր,,B1.1-1,B1.1-1,1,Tangram 3,German,,,,,
die,Feier,,noun,party,праздник,տոնակատարություն,,B1.1-1,B1.1-1,2,Tangram 3,German,,,,,
die,Figur,no,noun,figure,фигура,ցուցանիշ,,B1.1-1,B1.1-1,3,Tangram 3,German,,,,,
das,Frühjahr,,noun,spring,весна,գարուն,,B1.1-1,B1.1-1,4,Tangram 3,German,,,,,
das,Gedicht,,noun,poem,стихотворение,որ բանաստեղծությունը,,B1.1-1,B1.1-1,5,Tangram 3,German,,,,,
die,Gesellschaft,,noun,society,общество,ընկերությունը,,B1.1-1,B1.1-1,6,Tangram 3,German,,,,,
der,Glückwunsch,no,noun,congratulation,приветствие,ողջյուն,,B1.1-1,B1.1-1,1,Tangram 3,German,,,,,
die,Gröse,,noun,size,размер,չափ,,B1.1-1,B1.1-1,2,Tangram 3,German,,,,,
das,Interesse,no,noun,interest,интерес,հետաքրքրություն,,B1.1-1,B1.1-1,5,Tangram 3,German,,,,,
der,Job,no,noun,job,работа,գործն,,B1.1-1,B1.1-1,6,Tangram 3,German,,,,,
das,Kissen,,noun,pillow,подушка,բարձ,,B1.1-1,B1.1-1,1,Tangram 3,German,,,,,
der,Künstler,,noun,artist,художник,նկարիչը,,B1.1-1,B1.1-1,2,Tangram 3,German,,,,,
die,Kultur,no,noun,culture,культура,մշակույթը,,B1.1-1,B1.1-1,3,Tangram 3,German,,,,,
der,Kuss,,noun,kiss,поцелуй,համբույրը,,B1.1-1,B1.1-1,4,Tangram 3,German,,,,,
die,Laune,,noun,mood,настроение,տրամադրություն,,B1.1-1,B1.1-1,5,Tangram 3,German,,,,,
der,Ingenieur,,noun,engineer,инжиниринг,ճարտարագիտություն,,B1.1-1,B1.1-1,6,Tangram 3,German,,,,,
die,Politik,no,noun,politic,политика,քաղաքականություն,,B1.1-1,B1.1-1,1,Tangram 3,German,,,,,
die,Post,,noun,post,Почта,Գրառման,,B1.1-1,B1.1-1,2,Tangram 3,German,,,,,
die,Postkarte,,noun,postcard,открытку,բացիկ,,B1.1-1,B1.1-1,3,Tangram 3,German,,,,,
die,Psychologie,no,noun,psychology,психология,հոգեբանություն,,B1.1-1,B1.1-1,4,Tangram 3,German,,,,,
das,Recept,,noun,recipe,рецепт,բաղադրատոմսը,,B1.1-1,B1.1-1,5,Tangram 3,German,,,,,
der,Ring,,noun,ring,кольцо,օղակաձեւ,,B1.1-1,B1.1-1,6,Tangram 3,German,,,,,
das,Telefongespräch,,noun,phone call,телефонный звонок,հեռախոսազանգը,,B1.1-1,B1.1-1,1,Tangram 3,German,,,,,
die,Überzeugung,no,noun,conviction,убеждение,դատապարտումը,,B1.1-1,B1.1-1,2,Tangram 3,German,,,,,
die,Verbindung,no,noun,connection,связь,կապը,,B1.1-1,B1.1-1,3,Tangram 3,German,,,,,
der,Witz,no,noun,joke,шутка,որ կատակ,,B1.1-1,B1.1-1,4,Tangram 3,German,,,,,
,ankommen,,verb,arrive,прибывать,ժամանել,,B1.1-1,B1.1-1,5,Tangram 3,German,,,,,
,ausdrücken,,verb,express,экспресс,արտահայտել,,B1.1-1,B1.1-1,6,Tangram 3,German,,,,,
,auf sich warten lassen,,verb,To wait,долго ждать,դանդաղ գալիս,,B1.1-1,B1.1-1,1,Tangram 3,German,,,,,
,beweisen,,verb,to prove,доказывать,ապացուցել,,B1.1-1,B1.1-1,2,Tangram 3,German,,,,,
,erscheinen,,verb,appear,появиться,հայտնվել,,B1.1-1,B1.1-1,3,Tangram 3,German,,,,,
,fallen,,verb,fall,падение,անկում,,B1.1-1,B1.1-1,4,Tangram 3,German,,,,,
,gehören,,verb,belong,принадлежать,պատկանել,,B1.1-1,B1.1-1,5,Tangram 3,German,,,,,
,halten für,,verb,Hold for,рассматривать,քննարկել,,B1.1-1,B1.1-1,6,Tangram 3,German,,,,,
,handeln,,verb,act,акт,գործ,,B1.1-1,B1.1-1,1,Tangram 3,German,,,,,
,hassen,,verb,to hate,ненавидеть,ատելություն,,B1.1-1,B1.1-1,2,Tangram 3,German,,,,,
,kennenlearnen,,verb,To know,"знаю, буду учиться","գիտեմ, gonna իմանալ,",,B1.1-1,B1.1-1,3,Tangram 3,German,,,,,
,küssen,,verb,kiss,поцелуй,համբույր,,B1.1-1,B1.1-1,4,Tangram 3,German,,,,,
,laden zu,,verb,Load,приглашаем вас,հրավիրում ենք ձեզ,,B1.1-1,B1.1-1,5,Tangram 3,German,,,,,
,laufen,,verb,to run,пробег,վազք,,B1.1-1,B1.1-1,6,Tangram 3,German,,,,,
,leihen,,verb,lend,заимствовать,փոխ առնել,,B1.1-1,B1.1-1,1,Tangram 3,German,,,,,
,mischen,,verb,Mix,смешивать,խառնել,,B1.1-1,B1.1-1,2,Tangram 3,German,,,,,
,mitbringen,,verb,bring,приносить,բերել,,B1.1-1,B1.1-1,3,Tangram 3,German,,,,,
,sich ärgern,,verb,to be angry,злиться,զարդաքանդակ,,B1.1-1,B1.1-1,4,Tangram 3,German,,,,,
,sich anziehen,,verb,to get dressed,одеться,ստանում հագնված,,B1.1-1,B1.1-1,5,Tangram 3,German,,,,,
,sich bedanken,,verb,to thank,поблагодарить,շնորհակալություն հայտնել,,B1.1-1,B1.1-1,6,Tangram 3,German,,,,,
,sich erholen,,verb,to recover,отдохнуть,վերականգնել,,B1.1-1,B1.1-1,1,Tangram 3,German,,,,,
,sich halten für,,verb,consider themselves to be,считают себя,համարում են,,B1.1-1,B1.1-1,2,Tangram 3,German,,,,,
,scih melden,,verb,report,"сообщаться, уведомляться",հաշվետվություն,,B1.1-1,B1.1-1,3,Tangram 3,German,,,,,
